,imname,grade
7938,cow_1+_3810.jpg,1+
7939,cow_1++_4127.jpg,1++
7940,cow_2_5550.jpg,2
7942,cow_2_4129.jpg,2
7944,cow_2_5546.jpg,2
7945,cow_2_3102.jpg,2
7949,cow_1+_2810.jpg,1+
7952,cow_1++_468.jpg,1++
7955,cow_1+_2858.jpg,1+
7956,cow_3_1950.jpg,3
7957,cow_1_5814.jpg,1
7958,cow_3_2788.jpg,3
7959,cow_2_2581.jpg,2
7960,cow_1++_853.jpg,1++
7961,cow_3_32.jpg,3
7963,cow_2_4135.jpg,2
7965,cow_1_369.jpg,1
7967,cow_2_2628.jpg,2
7969,cow_1+_5826.jpg,1+
7972,cow_1+_2711.jpg,1+
7973,cow_1_1667.jpg,1
7974,cow_2_5396.jpg,2
7975,cow_3_1511.jpg,3
7976,cow_1_3307.jpg,1
7977,cow_1_3445.jpg,1
7978,cow_1+_4516.jpg,1+
7982,cow_1++_3148.jpg,1++
7983,cow_3_781.jpg,3
7985,cow_1++_4422.jpg,1++
7986,cow_1+_3971.jpg,1+
7987,cow_1_1010.jpg,1
7988,cow_1+_3075.jpg,1+
7989,cow_1++_5596.jpg,1++
7990,cow_1++_596.jpg,1++
7991,cow_2_5183.jpg,2
7992,cow_1++_2220.jpg,1++
7998,cow_1_3004.jpg,1
8003,cow_1_5160.jpg,1
8004,cow_1++_1467.jpg,1++
8005,cow_2_5249.jpg,2
8007,cow_1++_5051.jpg,1++
8008,cow_2_5861.jpg,2
8012,cow_1++_2696.jpg,1++
8014,cow_3_3248.jpg,3
8015,cow_1++_4976.jpg,1++
8018,cow_1_5065.jpg,1
8020,cow_2_4858.jpg,2
8021,cow_2_4081.jpg,2
8024,cow_1++_3944.jpg,1++
8028,cow_1_3456.jpg,1
8029,cow_2_5246.jpg,2
8033,cow_1_4323.jpg,1
8034,cow_3_3377.jpg,3
8035,cow_1+_2407.jpg,1+
8036,cow_1_651.jpg,1
8039,cow_1+_4231.jpg,1+
8040,cow_1++_3660.jpg,1++
8041,cow_2_154.jpg,2
8043,cow_1_1243.jpg,1
8044,cow_1_3468.jpg,1
8046,cow_1_3110.jpg,1
8047,cow_1+_2748.jpg,1+
8050,cow_1++_942.jpg,1++
8053,cow_1_1273.jpg,1
8054,cow_1_4517.jpg,1
8057,cow_1++_4020.jpg,1++
8058,cow_1+_4378.jpg,1+
8059,cow_1_2027.jpg,1
8060,cow_2_1788.jpg,2
8064,cow_2_3711.jpg,2
8066,cow_2_5256.jpg,2
8067,cow_1+_5405.jpg,1+
8068,cow_3_3433.jpg,3
8069,cow_1+_2801.jpg,1+
8070,cow_1++_2532.jpg,1++
8073,cow_1_4302.jpg,1
8074,cow_2_1772.jpg,2
8075,cow_1+_1668.jpg,1+
8076,cow_3_119.jpg,3
8077,cow_1++_2203.jpg,1++
8085,cow_1_5062.jpg,1
8086,cow_1_3202.jpg,1
8088,cow_1++_3218.jpg,1++
8090,cow_1++_5921.jpg,1++
8092,cow_1_5007.jpg,1
8095,cow_1++_5941.jpg,1++
8096,cow_1+_1391.jpg,1+
8098,cow_1_4418.jpg,1
8099,cow_3_147.jpg,3
8102,cow_1+_2003.jpg,1+
8103,cow_1+_5369.jpg,1+
8104,cow_1++_2179.jpg,1++
8106,cow_1+_5517.jpg,1+
8107,cow_2_1009.jpg,2
8109,cow_1++_3993.jpg,1++
8110,cow_3_2772.jpg,3
8111,cow_1+_1184.jpg,1+
8113,cow_1_665.jpg,1
8114,cow_3_847.jpg,3
8115,cow_1++_858.jpg,1++
8117,cow_2_58.jpg,2
8118,cow_3_418.jpg,3
8121,cow_1+_5650.jpg,1+
8122,cow_1++_1155.jpg,1++
8126,cow_1++_3813.jpg,1++
8128,cow_3_1367.jpg,3
8130,cow_1++_2300.jpg,1++
8132,cow_1++_3564.jpg,1++
8133,cow_2_2142.jpg,2
8134,cow_1+_4498.jpg,1+
8136,cow_1++_2319.jpg,1++
8137,cow_2_2730.jpg,2
8138,cow_2_3308.jpg,2
8143,cow_1_4321.jpg,1
8145,cow_1+_4210.jpg,1+
8146,cow_1+_3967.jpg,1+
8147,cow_2_5124.jpg,2
8148,cow_1_2948.jpg,1
8149,cow_1++_1354.jpg,1++
8150,cow_1++_5028.jpg,1++
8151,cow_2_1440.jpg,2
8154,cow_1++_2495.jpg,1++
8155,cow_1_5666.jpg,1
8158,cow_1+_3379.jpg,1+
8160,cow_1+_3956.jpg,1+
8161,cow_1++_2149.jpg,1++
8162,cow_2_2726.jpg,2
8164,cow_1++_2698.jpg,1++
8165,cow_1+_5851.jpg,1+
8169,cow_3_1469.jpg,3
8170,cow_1_298.jpg,1
8171,cow_1_5785.jpg,1
8176,cow_3_2415.jpg,3
8177,cow_1+_3767.jpg,1+
8180,cow_1++_2164.jpg,1++
8182,cow_1_4456.jpg,1
8183,cow_1_3753.jpg,1
8185,cow_1++_2402.jpg,1++
8186,cow_1_3176.jpg,1
8187,cow_1++_5723.jpg,1++
8189,cow_3_1063.jpg,3
8190,cow_1_3154.jpg,1
8191,cow_1_4285.jpg,1
8192,cow_1_3025.jpg,1
8193,cow_3_1146.jpg,3
8194,cow_3_1423.jpg,3
8196,cow_1++_4492.jpg,1++
8198,cow_1_3744.jpg,1
8200,cow_3_717.jpg,3
8202,cow_2_4316.jpg,2
8203,cow_1++_1954.jpg,1++
8207,cow_1_2521.jpg,1
8209,cow_1_1965.jpg,1
8212,cow_1++_1580.jpg,1++
8214,cow_1+_971.jpg,1+
8216,cow_1+_172.jpg,1+
8218,cow_2_100.jpg,2
8220,cow_1_1618.jpg,1
8221,cow_1+_4065.jpg,1+
8222,cow_1+_2259.jpg,1+
8224,cow_2_4780.jpg,2
8226,cow_1+_345.jpg,1+
8227,cow_3_449.jpg,3
8228,cow_1++_3017.jpg,1++
8230,cow_1++_3475.jpg,1++
8232,cow_3_3162.jpg,3
8233,cow_1++_5222.jpg,1++
8234,cow_1+_3083.jpg,1+
8235,cow_1+_265.jpg,1+
8238,cow_1++_2048.jpg,1++
8239,cow_1_5546.jpg,1
8241,cow_2_2134.jpg,2
8242,cow_3_1707.jpg,3
8245,cow_1_774.jpg,1
8246,cow_1++_673.jpg,1++
8247,cow_1++_2617.jpg,1++
8248,cow_1++_4554.jpg,1++
8249,cow_2_1392.jpg,2
8250,cow_1++_956.jpg,1++
8251,cow_1_1383.jpg,1
8253,cow_1++_1095.jpg,1++
8254,cow_1_4018.jpg,1
8257,cow_1++_4276.jpg,1++
8261,cow_1+_78.jpg,1+
8263,cow_1++_2434.jpg,1++
8264,cow_1++_3127.jpg,1++
8268,cow_3_913.jpg,3
8270,cow_1_210.jpg,1
8273,cow_1_1055.jpg,1
8275,cow_2_5114.jpg,2
8276,cow_1++_5793.jpg,1++
8279,cow_1_3970.jpg,1
8280,cow_3_2503.jpg,3
8282,cow_1_5076.jpg,1
8285,cow_1++_3274.jpg,1++
8286,cow_3_1382.jpg,3
8287,cow_1+_5034.jpg,1+
8288,cow_1++_5778.jpg,1++
8291,cow_1++_1403.jpg,1++
8292,cow_1_818.jpg,1
8293,cow_2_2057.jpg,2
8294,cow_1_2209.jpg,1
8295,cow_1_1629.jpg,1
8296,cow_1+_5472.jpg,1+
8298,cow_1_1632.jpg,1
8299,cow_2_2294.jpg,2
8300,cow_2_3080.jpg,2
8302,cow_3_2231.jpg,3
8303,cow_3_2033.jpg,3
8304,cow_1+_921.jpg,1+
8305,cow_1+_1611.jpg,1+
8307,cow_3_3053.jpg,3
8308,cow_1_3235.jpg,1
8309,cow_1++_5819.jpg,1++
8311,cow_1+_1888.jpg,1+
8315,cow_2_3218.jpg,2
8316,cow_1_67.jpg,1
8320,cow_1_4879.jpg,1
8321,cow_2_4040.jpg,2
8323,cow_1_3928.jpg,1
8324,cow_1_5073.jpg,1
8325,cow_3_3862.jpg,3
8327,cow_2_3095.jpg,2
8328,cow_3_582.jpg,3
8329,cow_1_2566.jpg,1
8330,cow_1+_2911.jpg,1+
8331,cow_1+_4055.jpg,1+
8332,cow_1_4657.jpg,1
8334,cow_1++_3782.jpg,1++
8337,cow_1+_727.jpg,1+
8338,cow_2_3920.jpg,2
8339,cow_2_5179.jpg,2
8340,cow_2_4876.jpg,2
8341,cow_1++_2597.jpg,1++
8344,cow_1+_3598.jpg,1+
8345,cow_1++_4837.jpg,1++
8346,cow_1+_3010.jpg,1+
8347,cow_1++_1680.jpg,1++
8348,cow_3_3987.jpg,3
8349,cow_1_664.jpg,1
8350,cow_1+_3662.jpg,1+
8352,cow_2_537.jpg,2
8354,cow_2_1508.jpg,2
8355,cow_1++_1807.jpg,1++
8356,cow_3_2573.jpg,3
8357,cow_3_92.jpg,3
8359,cow_1_1498.jpg,1
8360,cow_1+_1091.jpg,1+
8361,cow_1_86.jpg,1
8364,cow_1+_1944.jpg,1+
8365,cow_3_2361.jpg,3
8366,cow_3_3635.jpg,3
8367,cow_2_269.jpg,2
8370,cow_1_4562.jpg,1
8372,cow_1++_116.jpg,1++
8373,cow_1++_4507.jpg,1++
8374,cow_1+_1896.jpg,1+
8375,cow_1_5886.jpg,1
8377,cow_1_2476.jpg,1
8378,cow_1+_3123.jpg,1+
8380,cow_1++_5093.jpg,1++
8384,cow_3_257.jpg,3
8385,cow_1++_726.jpg,1++
8387,cow_1+_804.jpg,1+
8389,cow_1++_4765.jpg,1++
8391,cow_1_1708.jpg,1
8392,cow_1+_3249.jpg,1+
8394,cow_1+_1872.jpg,1+
8395,cow_1++_5474.jpg,1++
8396,cow_1+_1516.jpg,1+
8397,cow_1++_4545.jpg,1++
8398,cow_2_273.jpg,2
8399,cow_1_3195.jpg,1
8400,cow_1+_3211.jpg,1+
8407,cow_1++_4049.jpg,1++
8408,cow_1_1431.jpg,1
8409,cow_1_3381.jpg,1
8410,cow_2_4462.jpg,2
8412,cow_1_2808.jpg,1
8413,cow_3_2954.jpg,3
8414,cow_2_3923.jpg,2
8417,cow_1++_953.jpg,1++
8421,cow_1+_588.jpg,1+
8423,cow_1_783.jpg,1
8424,cow_1+_1756.jpg,1+
8427,cow_1+_1162.jpg,1+
8428,cow_3_234.jpg,3
8429,cow_1+_912.jpg,1+
8430,cow_1+_4929.jpg,1+
8431,cow_1+_1165.jpg,1+
8432,cow_1_4530.jpg,1
8433,cow_1_4815.jpg,1
8434,cow_1+_5684.jpg,1+
8435,cow_1++_3893.jpg,1++
8436,cow_1_5393.jpg,1
8437,cow_1+_5377.jpg,1+
8438,cow_1_5224.jpg,1
8439,cow_1+_4707.jpg,1+
8440,cow_1+_5209.jpg,1+
8441,cow_1_2193.jpg,1
8442,cow_1++_4591.jpg,1++
8443,cow_2_4018.jpg,2
8444,cow_2_5230.jpg,2
8445,cow_2_1288.jpg,2
8448,cow_1+_608.jpg,1+
8449,cow_2_78.jpg,2
8450,cow_1_5412.jpg,1
8451,cow_2_4586.jpg,2
8452,cow_1+_3583.jpg,1+
8454,cow_1+_1637.jpg,1+
8455,cow_3_3030.jpg,3
8456,cow_1_5217.jpg,1
8457,cow_2_4280.jpg,2
8458,cow_1++_5856.jpg,1++
8459,cow_2_4702.jpg,2
8460,cow_3_229.jpg,3
8461,cow_2_3012.jpg,2
8462,cow_1+_152.jpg,1+
8465,cow_1_1480.jpg,1
8467,cow_2_4913.jpg,2
8469,cow_1++_3537.jpg,1++
8471,cow_3_2784.jpg,3
8475,cow_1_5363.jpg,1
8477,cow_1+_1432.jpg,1+
8478,cow_1+_3612.jpg,1+
8482,cow_1+_4490.jpg,1+
8485,cow_2_4990.jpg,2
8486,cow_2_1994.jpg,2
8487,cow_1+_1518.jpg,1+
8488,cow_1+_5497.jpg,1+
8489,cow_1+_5677.jpg,1+
8490,cow_2_1389.jpg,2
8492,cow_1_4626.jpg,1
8493,cow_1_1036.jpg,1
8495,cow_1_3595.jpg,1
8496,cow_2_2595.jpg,2
8500,cow_1_1565.jpg,1
8502,cow_3_1931.jpg,3
8503,cow_1_1617.jpg,1
8505,cow_2_2973.jpg,2
8509,cow_2_2455.jpg,2
8510,cow_1+_5271.jpg,1+
8511,cow_1+_2050.jpg,1+
8512,cow_2_4640.jpg,2
8515,cow_1++_2018.jpg,1++
8517,cow_3_436.jpg,3
8518,cow_1_903.jpg,1
8519,cow_1++_5542.jpg,1++
8520,cow_1++_3866.jpg,1++
8521,cow_1_3743.jpg,1
8525,cow_1_4531.jpg,1
8529,cow_3_1769.jpg,3
8530,cow_3_416.jpg,3
8531,cow_2_1554.jpg,2
8532,cow_1_1232.jpg,1
8533,cow_1_1407.jpg,1
8537,cow_1_1606.jpg,1
8540,cow_1_2652.jpg,1
8542,cow_1++_589.jpg,1++
8544,cow_1_3052.jpg,1
8548,cow_1+_3180.jpg,1+
8549,cow_1++_5470.jpg,1++
8551,cow_1+_2115.jpg,1+
8553,cow_1+_5804.jpg,1+
8554,cow_1_1206.jpg,1
8556,cow_1+_2353.jpg,1+
8557,cow_1_598.jpg,1
8558,cow_1+_4158.jpg,1+
8562,cow_2_264.jpg,2
8563,cow_1++_3826.jpg,1++
8564,cow_3_872.jpg,3
8565,cow_2_4931.jpg,2
8566,cow_2_5728.jpg,2
8567,cow_1++_2685.jpg,1++
8571,cow_2_3378.jpg,2
8572,cow_1++_5374.jpg,1++
8573,cow_1_1268.jpg,1
8574,cow_2_3728.jpg,2
8575,cow_1++_2053.jpg,1++
8576,cow_1+_4286.jpg,1+
8577,cow_1_3061.jpg,1
8578,cow_1+_5560.jpg,1+
8580,cow_1++_4949.jpg,1++
8581,cow_1++_1730.jpg,1++
8583,cow_2_1465.jpg,2
8584,cow_3_3448.jpg,3
8585,cow_1++_4093.jpg,1++
8586,cow_1_577.jpg,1
8587,cow_1+_844.jpg,1+
8588,cow_1+_5410.jpg,1+
8589,cow_1++_1068.jpg,1++
8590,cow_1+_3208.jpg,1+
8591,cow_1++_488.jpg,1++
8592,cow_1+_4225.jpg,1+
8593,cow_2_3799.jpg,2
8594,cow_2_3266.jpg,2
8597,cow_1++_2234.jpg,1++
8599,cow_2_593.jpg,2
8600,cow_1++_1919.jpg,1++
8602,cow_1++_1332.jpg,1++
8604,cow_1_3250.jpg,1
8606,cow_3_2447.jpg,3
8607,cow_3_2523.jpg,3
8608,cow_3_2908.jpg,3
8612,cow_1++_4029.jpg,1++
8613,cow_1_3740.jpg,1
8615,cow_2_1600.jpg,2
8616,cow_3_427.jpg,3
8618,cow_1_2795.jpg,1
8619,cow_1_4807.jpg,1
8623,cow_1_3909.jpg,1
8624,cow_1+_2349.jpg,1+
8625,cow_1_5070.jpg,1
8626,cow_1_4741.jpg,1
8629,cow_2_1372.jpg,2
8631,cow_2_1494.jpg,2
8633,cow_1+_5805.jpg,1+
8635,cow_2_3369.jpg,2
8637,cow_2_1852.jpg,2
8638,cow_3_3990.jpg,3
8639,cow_3_2096.jpg,3
8640,cow_1+_476.jpg,1+
8641,cow_1_2287.jpg,1
8642,cow_2_5208.jpg,2
8646,cow_1_4572.jpg,1
8649,cow_1+_918.jpg,1+
8650,cow_2_3504.jpg,2
8653,cow_2_3195.jpg,2
8654,cow_1_2477.jpg,1
8657,cow_1+_5745.jpg,1+
8659,cow_1_2620.jpg,1
8660,cow_1++_4318.jpg,1++
8661,cow_1+_698.jpg,1+
8662,cow_3_3887.jpg,3
8664,cow_1+_3165.jpg,1+
8668,cow_1+_1721.jpg,1+
8669,cow_1+_2405.jpg,1+
8670,cow_1+_3799.jpg,1+
8674,cow_1_2925.jpg,1
8675,cow_1+_1103.jpg,1+
8676,cow_1+_4852.jpg,1+
8677,cow_1+_4659.jpg,1+
8678,cow_2_4805.jpg,2
8679,cow_2_4601.jpg,2
8681,cow_1+_4191.jpg,1+
8682,cow_1++_1835.jpg,1++
8683,cow_1+_4797.jpg,1+
8685,cow_2_189.jpg,2
8687,cow_1+_4451.jpg,1+
8690,cow_1_788.jpg,1
8692,cow_1_4745.jpg,1
8694,cow_1_4277.jpg,1
8695,cow_1+_2991.jpg,1+
8698,cow_3_1923.jpg,3
8701,cow_1_3779.jpg,1
8702,cow_1+_1058.jpg,1+
8703,cow_1++_4774.jpg,1++
8705,cow_2_5081.jpg,2
8709,cow_1+_3141.jpg,1+
8711,cow_3_1486.jpg,3
8716,cow_1+_1706.jpg,1+
8718,cow_2_1486.jpg,2
8719,cow_3_1073.jpg,3
8721,cow_1_2527.jpg,1
8722,cow_1+_5549.jpg,1+
8723,cow_1+_2440.jpg,1+
8724,cow_1++_4519.jpg,1++
8725,cow_1_2946.jpg,1
8726,cow_1++_5438.jpg,1++
8730,cow_1_2408.jpg,1
8732,cow_1++_2310.jpg,1++
8734,cow_3_261.jpg,3
8735,cow_3_1301.jpg,3
8737,cow_2_4999.jpg,2
8738,cow_1++_1447.jpg,1++
8739,cow_1+_821.jpg,1+
8742,cow_1_3594.jpg,1
8743,cow_1++_161.jpg,1++
8745,cow_1+_3187.jpg,1+
8748,cow_1+_3374.jpg,1+
8751,cow_2_3444.jpg,2
8752,cow_1+_577.jpg,1+
8754,cow_1+_861.jpg,1+
8755,cow_1++_2843.jpg,1++
8756,cow_1++_5178.jpg,1++
8758,cow_1++_4411.jpg,1++
8759,cow_2_5917.jpg,2
8764,cow_2_1713.jpg,2
8767,cow_3_3549.jpg,3
8770,cow_1+_5191.jpg,1+
8773,cow_1_4429.jpg,1
8774,cow_3_1240.jpg,3
8775,cow_1++_4881.jpg,1++
8777,cow_3_3872.jpg,3
8779,cow_1++_111.jpg,1++
8780,cow_1++_5472.jpg,1++
8781,cow_1+_592.jpg,1+
8782,cow_3_190.jpg,3
8783,cow_2_2132.jpg,2
8784,cow_1+_3489.jpg,1+
8787,cow_1++_5838.jpg,1++
8788,cow_1_171.jpg,1
8790,cow_3_2338.jpg,3
8792,cow_3_3816.jpg,3
8794,cow_2_3247.jpg,2
8796,cow_1_619.jpg,1
8797,cow_2_1201.jpg,2
8799,cow_2_5555.jpg,2
8800,cow_1++_3006.jpg,1++
8806,cow_2_3117.jpg,2
8807,cow_1+_3230.jpg,1+
8808,cow_1+_2056.jpg,1+
8811,cow_1++_1782.jpg,1++
8813,cow_1++_559.jpg,1++
8814,cow_2_236.jpg,2
8817,cow_1_1529.jpg,1
8818,cow_2_827.jpg,2
8820,cow_2_3051.jpg,2
8821,cow_1_4345.jpg,1
8822,cow_1++_975.jpg,1++
8827,cow_1++_4162.jpg,1++
8828,cow_1+_3277.jpg,1+
8831,cow_1_5917.jpg,1
8834,cow_2_1872.jpg,2
8835,cow_1_5404.jpg,1
8837,cow_1+_4796.jpg,1+
8838,cow_1_5044.jpg,1
8841,cow_1_4918.jpg,1
8842,cow_1+_5728.jpg,1+
8843,cow_1+_1471.jpg,1+
8844,cow_2_108.jpg,2
8846,cow_3_2189.jpg,3
8847,cow_2_1501.jpg,2
8848,cow_2_5068.jpg,2
8851,cow_1+_2393.jpg,1+
8853,cow_3_2847.jpg,3
8854,cow_2_2458.jpg,2
8855,cow_1+_3149.jpg,1+
8857,cow_1_579.jpg,1
8858,cow_1_5934.jpg,1
8861,cow_1_866.jpg,1
8863,cow_1_2105.jpg,1
8864,cow_1++_326.jpg,1++
8865,cow_3_1903.jpg,3
8866,cow_1_1776.jpg,1
8868,cow_1++_5450.jpg,1++
8871,cow_1_3302.jpg,1
8875,cow_1_5970.jpg,1
8879,cow_1_4905.jpg,1
8880,cow_1+_3048.jpg,1+
8883,cow_1++_4012.jpg,1++
8885,cow_2_4175.jpg,2
8886,cow_2_4787.jpg,2
8889,cow_1++_1475.jpg,1++
8890,cow_1++_2986.jpg,1++
8891,cow_1++_5420.jpg,1++
8892,cow_2_3686.jpg,2
8895,cow_1++_4901.jpg,1++
8896,cow_3_3868.jpg,3
8901,cow_1+_1300.jpg,1+
8902,cow_3_2322.jpg,3
8903,cow_1++_3223.jpg,1++
8904,cow_1_3535.jpg,1
8908,cow_2_2598.jpg,2
8909,cow_1_5669.jpg,1
8910,cow_1+_2774.jpg,1+
8911,cow_3_3019.jpg,3
8912,cow_1+_5094.jpg,1+
8913,cow_1_4551.jpg,1
8915,cow_3_2989.jpg,3
8916,cow_3_3677.jpg,3
8917,cow_1_2992.jpg,1
8918,cow_1++_2276.jpg,1++
8920,cow_3_2698.jpg,3
8921,cow_1+_3645.jpg,1+
8922,cow_1++_1903.jpg,1++
8923,cow_1+_1847.jpg,1+
8925,cow_3_2640.jpg,3
8926,cow_1_2024.jpg,1
8927,cow_1_4095.jpg,1
8928,cow_1++_875.jpg,1++
8929,cow_1++_415.jpg,1++
8930,cow_1++_3686.jpg,1++
8931,cow_1+_2175.jpg,1+
8933,cow_1_1725.jpg,1
8938,cow_1+_731.jpg,1+
8939,cow_1+_4657.jpg,1+
8940,cow_2_4849.jpg,2
8942,cow_1+_5027.jpg,1+
8944,cow_1++_1825.jpg,1++
8946,cow_1++_538.jpg,1++
8947,cow_1+_474.jpg,1+
8948,cow_1++_1046.jpg,1++
8950,cow_1++_3886.jpg,1++
8951,cow_1+_1527.jpg,1+
8952,cow_3_2864.jpg,3
8953,cow_1+_5588.jpg,1+
8954,cow_1_2941.jpg,1
8955,cow_2_5862.jpg,2
8956,cow_1++_3199.jpg,1++
8958,cow_1_1790.jpg,1
8959,cow_1_3170.jpg,1
8960,cow_2_3373.jpg,2
8961,cow_1_1476.jpg,1
8962,cow_1+_1416.jpg,1+
8963,cow_1_5690.jpg,1
8964,cow_1++_2957.jpg,1++
8965,cow_1++_4586.jpg,1++
8967,cow_1++_4428.jpg,1++
8968,cow_3_2834.jpg,3
8969,cow_2_3766.jpg,2
8971,cow_3_3137.jpg,3
8973,cow_2_2008.jpg,2
8975,cow_2_788.jpg,2
8976,cow_1_752.jpg,1
8978,cow_1+_4123.jpg,1+
8979,cow_3_2435.jpg,3
8982,cow_1_1875.jpg,1
8985,cow_1+_341.jpg,1+
8986,cow_1+_3065.jpg,1+
8991,cow_3_1082.jpg,3
8992,cow_3_2862.jpg,3
8993,cow_2_3484.jpg,2
8995,cow_1_2713.jpg,1
8996,cow_1++_744.jpg,1++
8998,cow_3_2841.jpg,3
8999,cow_2_1771.jpg,2
9000,cow_1_2747.jpg,1
9001,cow_1+_4049.jpg,1+
9002,cow_1+_1001.jpg,1+
9003,cow_1++_1456.jpg,1++
9006,cow_3_1659.jpg,3
9007,cow_1+_4303.jpg,1+
9008,cow_2_4622.jpg,2
9009,cow_2_51.jpg,2
9010,cow_1_1563.jpg,1
9011,cow_1++_3560.jpg,1++
9017,cow_2_1413.jpg,2
9018,cow_2_4266.jpg,2
9021,cow_1_1686.jpg,1
9022,cow_3_3609.jpg,3
9027,cow_1++_1164.jpg,1++
9029,cow_2_4217.jpg,2
9030,cow_1++_4117.jpg,1++
9031,cow_1++_4351.jpg,1++
9032,cow_1_2930.jpg,1
9034,cow_3_1179.jpg,3
9038,cow_1_396.jpg,1
9040,cow_1+_2217.jpg,1+
9043,cow_1_44.jpg,1
9044,cow_2_5240.jpg,2
9045,cow_1+_1480.jpg,1+
9046,cow_1_3771.jpg,1
9048,cow_3_1284.jpg,3
9049,cow_2_4949.jpg,2
9051,cow_1+_1730.jpg,1+
9052,cow_1+_4576.jpg,1+
9053,cow_1+_5054.jpg,1+
9054,cow_3_2281.jpg,3
9056,cow_1+_1606.jpg,1+
9057,cow_1+_4044.jpg,1+
9058,cow_3_328.jpg,3
9059,cow_1++_3327.jpg,1++
9060,cow_3_1648.jpg,3
9063,cow_1_2951.jpg,1
9064,cow_1+_1810.jpg,1+
9065,cow_1+_1664.jpg,1+
9066,cow_1+_5656.jpg,1+
9067,cow_1_5695.jpg,1
9069,cow_2_5960.jpg,2
9071,cow_1++_5609.jpg,1++
9072,cow_2_149.jpg,2
9073,cow_3_1715.jpg,3
9074,cow_1_5645.jpg,1
9075,cow_3_3880.jpg,3
9076,cow_1_831.jpg,1
9079,cow_1++_1221.jpg,1++
9082,cow_1++_4592.jpg,1++
9083,cow_3_2620.jpg,3
9088,cow_2_4021.jpg,2
9089,cow_1_1317.jpg,1
9092,cow_1++_803.jpg,1++
9094,cow_3_2738.jpg,3
9095,cow_1+_3399.jpg,1+
9097,cow_1++_1552.jpg,1++
9099,cow_1_1373.jpg,1
9103,cow_3_2883.jpg,3
9104,cow_3_1711.jpg,3
9105,cow_1++_4977.jpg,1++
9107,cow_1+_1508.jpg,1+
9108,cow_2_4583.jpg,2
9109,cow_1++_727.jpg,1++
9111,cow_3_2685.jpg,3
9112,cow_1+_2256.jpg,1+
9114,cow_1_904.jpg,1
9115,cow_1+_2842.jpg,1+
9116,cow_2_538.jpg,2
9117,cow_1_4374.jpg,1
9118,cow_1_1033.jpg,1
9119,cow_1++_3045.jpg,1++
9120,cow_1++_1313.jpg,1++
9121,cow_1++_295.jpg,1++
9123,cow_3_2175.jpg,3
9124,cow_3_3059.jpg,3
9127,cow_1+_5658.jpg,1+
9128,cow_1+_1986.jpg,1+
9129,cow_1+_1474.jpg,1+
9130,cow_2_5699.jpg,2
9131,cow_1++_2646.jpg,1++
9132,cow_1+_4688.jpg,1+
9134,cow_1++_3235.jpg,1++
9136,cow_1_5418.jpg,1
9137,cow_3_3093.jpg,3
9138,cow_1+_1042.jpg,1+
9140,cow_1++_3602.jpg,1++
9141,cow_1_5332.jpg,1
9142,cow_3_1086.jpg,3
9143,cow_1++_4479.jpg,1++
9144,cow_1++_4753.jpg,1++
9146,cow_2_4170.jpg,2
9148,cow_1+_2818.jpg,1+
9150,cow_1_551.jpg,1
9151,cow_1+_4948.jpg,1+
9156,cow_1_1006.jpg,1
9157,cow_3_1921.jpg,3
9158,cow_1_1297.jpg,1
9162,cow_2_3523.jpg,2
9164,cow_1_4068.jpg,1
9166,cow_1++_2787.jpg,1++
9168,cow_1+_128.jpg,1+
9171,cow_3_467.jpg,3
9172,cow_1_1578.jpg,1
9174,cow_2_5600.jpg,2
9176,cow_2_4541.jpg,2
9178,cow_1+_361.jpg,1+
9179,cow_1++_5466.jpg,1++
9180,cow_1_739.jpg,1
9181,cow_1++_349.jpg,1++
9183,cow_2_644.jpg,2
9185,cow_1++_3369.jpg,1++
9187,cow_3_990.jpg,3
9188,cow_1++_4101.jpg,1++
9190,cow_1+_4882.jpg,1+
9191,cow_1_3363.jpg,1
9192,cow_3_2754.jpg,3
9194,cow_1+_4087.jpg,1+
9196,cow_1++_1802.jpg,1++
9197,cow_2_571.jpg,2
9198,cow_1_5022.jpg,1
9201,cow_1_2403.jpg,1
9202,cow_1+_5149.jpg,1+
9208,cow_1_1326.jpg,1
9209,cow_1_5909.jpg,1
9211,cow_2_2957.jpg,2
9212,cow_2_3220.jpg,2
9213,cow_1++_3069.jpg,1++
9214,cow_1+_4847.jpg,1+
9216,cow_3_3484.jpg,3
9222,cow_2_3419.jpg,2
9223,cow_3_1165.jpg,3
9224,cow_2_3070.jpg,2
9225,cow_1_3701.jpg,1
9229,cow_1+_5159.jpg,1+
9230,cow_1_5702.jpg,1
9231,cow_3_645.jpg,3
9232,cow_1+_501.jpg,1+
9238,cow_1_2127.jpg,1
9240,cow_3_1942.jpg,3
9241,cow_1++_2098.jpg,1++
9242,cow_3_3819.jpg,3
9247,cow_1+_5293.jpg,1+
9249,cow_2_2160.jpg,2
9252,cow_1+_3307.jpg,1+
9255,cow_2_4472.jpg,2
9256,cow_1+_5504.jpg,1+
9257,cow_2_1087.jpg,2
9258,cow_1+_2969.jpg,1+
9259,cow_3_2800.jpg,3
9261,cow_1++_3659.jpg,1++
9262,cow_1+_2716.jpg,1+
9264,cow_3_1210.jpg,3
9269,cow_2_494.jpg,2
9270,cow_1++_4671.jpg,1++
9271,cow_1++_5709.jpg,1++
9272,cow_2_4629.jpg,2
9273,cow_3_483.jpg,3
9274,cow_1+_4163.jpg,1+
9276,cow_1++_2337.jpg,1++
9277,cow_3_215.jpg,3
